   6.1483771e-01   2.0000000e+00   6.1313308e-01   0.0000000e+00   1.0702341e+00   0.0000000e+00   0.0000000e+00   1.0646401e+00   0.0000000e+00   1.0000000e+00
   1.2670250e+00   6.4228547e-02   1.1487237e+00   9.2685414e-02   2.0000000e+00   6.3732848e-02   0.0000000e+00   9.3109815e-01   0.0000000e+00   2.0000000e+00
   1.5652743e+00   5.3064527e-02   1.4297186e+00   3.0345952e-01   2.0000000e+00   1.7208203e-01   3.9288279e-01   8.0290685e-01   0.0000000e+00   3.0000000e+00
   1.2023081e+00   4.3799384e-01   1.4948263e+00   8.4433810e-02   2.0000000e+00   1.4059406e-01   1.3403396e+00   2.8645118e-01   1.4241302e+00   4.0000000e+00
   7.5554966e-01   5.8889493e-01   7.0255295e-01   7.9696187e-02   2.0000000e+00   6.3081999e-02   1.2018356e+00   1.1208691e-01   1.0888035e+00   5.0000000e+00
   5.4667648e-02   2.0000000e+00   4.3718472e-02   7.8643471e-01   7.6941823e-01   6.8345602e-01   7.5207684e-01   2.5974026e-02   8.2736380e-01   6.0000000e+00
   1.2735803e+00   1.0577662e+00   7.4785296e-01   6.7461093e-01   1.2709901e+00   7.8128466e-01   1.3817635e+00   8.5994494e-01   1.5435064e+00   7.0000000e+00
   8.5220619e-01   6.1278187e-01   6.6796469e-01   4.4277018e-01   7.1379168e-01   6.2394138e-01   1.0748203e+00   5.3459971e-01   1.2223506e+00   8.0000000e+00
   2.8655355e-01   7.4985776e-01   1.8374066e+00   9.2754893e-02   1.2344018e+00   3.4422946e-02   2.0000000e+00   7.7148012e-01   6.1313308e-01   9.0000000e+00
   7.6384355e-01   2.0000000e+00   2.0000000e+00   1.5209805e-01   1.5650695e+00   6.3519688e-02   2.0000000e+00   1.4434977e+00   1.0961348e+00   1.0000000e+01
   6.4015614e-01   1.2908986e+00   6.6872346e-01   7.9609284e-01   1.7981895e+00   6.7981823e-01   1.0766925e+00   4.1161186e-01   8.0677237e-01   1.1000000e+01
   4.7735553e-01   1.0110676e+00   4.4130533e-01   5.0297265e-01   8.1424692e-01   4.9927905e-01   8.7881181e-01   7.1971399e-02   8.9081798e-01   1.2000000e+01
   2.0000000e+00   0.0000000e+00   2.0000000e+00   1.9849333e+00   4.4781782e-01   2.0000000e+00   8.0080442e-01   2.0000000e+00   7.7638059e-01   1.3000000e+01
   2.0000000e+00   1.9419221e+00   1.5286408e+00   7.1428571e-01   5.2112676e-01   7.1428571e-01   6.9004657e-01   5.0000000e-01   6.8750000e-01   1.4000000e+01
   2.0000000e+00   9.1468618e-01   2.0000000e+00   2.0000000e+00   0.0000000e+00   1.3333333e+00   2.0000000e+00   0.0000000e+00   1.3333333e+00   1.5000000e+01
   1.1849559e+00   0.0000000e+00   2.0000000e+00   1.3341668e+00   0.0000000e+00   2.0000000e+00   2.0000000e+00   9.6927419e-01   2.0000000e+00   1.6000000e+01
   9.3083455e-01   1.0309564e+00   1.5443123e+00   1.8551112e+00   0.0000000e+00   8.9789572e-02   8.7177421e-01   1.0924658e+00   1.4841130e+00   1.7000000e+01
   8.6857254e-01   5.1813825e-01   6.8870114e-01   9.7731299e-01   0.0000000e+00   3.6553792e-02   7.4608265e-01   6.1515389e-01   8.1683497e-01   1.8000000e+01
   6.6092823e-01   4.9408593e-01   7.6123837e-01   8.5947168e-01   1.2427685e-01   7.0433760e-01   6.6465735e-01   5.7644038e-01   1.1029412e+00   1.9000000e+01
   1.2027526e+00   9.9030123e-01   9.4753581e-01   1.1338091e+00   0.0000000e+00   1.2321567e+00   1.0656304e+00   1.0005750e+00   8.5557838e-01   2.0000000e+01
   7.8392430e-01   5.2904025e-01   7.9750700e-01   7.9247799e-01   0.0000000e+00   8.2043774e-01   6.5708641e-01   5.8250282e-01   7.3391642e-01   2.1000000e+01
   8.3333333e-01   5.3923050e-01   7.6753646e-01   8.3787787e-01   0.0000000e+00   8.6180635e-01   6.6279070e-01   1.1029412e+00   1.5258655e+00   2.2000000e+01
   2.0000000e+00   5.5767655e-01   7.9375379e-01   1.0000000e+00   0.0000000e+00   1.2234633e+00   2.0000000e+00   5.5767655e-01   8.1575280e-01   2.3000000e+01
   1.8713450e+00   0.0000000e+00   0.0000000e+00   1.8713450e+00   0.0000000e+00   0.0000000e+00   2.0000000e+00   4.7940075e-01   4.1388700e-01   2.4000000e+01
   1.1510791e+00   0.0000000e+00   1.1510791e+00   1.1510791e+00   0.0000000e+00   1.1510791e+00   1.1799997e+00   6.5657759e-01   1.0249265e+00   2.5000000e+01
   8.8673997e-01   0.0000000e+00   9.1314219e-01   5.7637702e-01   1.9466593e-01   6.3359299e-01   2.7507478e-02   2.0000000e+00   5.1294459e-02   2.6000000e+01
   1.3445660e+00   0.0000000e+00   1.6440340e+00   6.8788578e-01   4.7536159e-01   1.1934501e+00   5.2308338e-02   2.0000000e+00   1.6608230e-01   2.7000000e+01
   9.2464264e-01   9.8520382e-01   1.1396994e+00   2.0000000e+00   7.5249129e-01   1.2398806e+00   1.1295645e+00   1.0501530e+00   1.1451261e+00   2.8000000e+01
   9.2796827e-01   8.5880059e-01   1.6405446e+00   8.6324754e-01   6.6720420e-01   2.0000000e+00   1.7327792e+00   6.3288936e-01   2.0000000e+00   2.9000000e+01
   1.0954859e+00   6.5712015e-01   2.0000000e+00   1.4430858e+00   2.8124186e-01   2.0000000e+00   6.6529078e-01   1.0255302e+00   1.1674695e+00   3.0000000e+01
   1.3170770e+00   6.2655405e-01   2.0000000e+00   1.5753425e+00   1.6830443e-01   2.0000000e+00   5.4021063e-02   3.0099475e-01   1.4745415e+00   3.1000000e+01
   2.0000000e+00   6.5636919e-01   1.4092555e+00   2.0000000e+00   1.4897001e-01   1.5707599e+00   1.4792174e+00   3.1999943e-01   6.9443244e-02   3.2000000e+01
   2.0000000e+00   4.0739438e-03   9.5313844e-02   2.0000000e+00   2.0000000e+00   1.9828681e-01   2.0000000e+00   3.3919078e-01   9.9461220e-01   3.3000000e+01
   1.0382975e+00   5.0031601e-01   4.7768410e-01   2.0000000e+00   1.6022520e+00   1.4490950e-02   1.0328745e+00   1.5089340e-01   9.6534789e-01   3.4000000e+01
   2.0000000e+00   6.1692139e-01   7.7050650e-01   1.9725439e+00   9.2583112e-01   4.7181258e-01   9.9494949e-01   4.1754664e-02   1.0326936e+00   3.5000000e+01
   2.0000000e+00   4.9936736e-01   1.3057045e+00   2.0000000e+00   6.0786974e-01   7.4357520e-01   1.2027195e+00   0.0000000e+00   0.0000000e+00   3.6000000e+01
   2.0000000e+00   1.5331902e+00   6.3802893e-01   2.0000000e+00   7.8199245e-02   0.0000000e+00   2.0000000e+00   7.5539568e-02   0.0000000e+00   3.7000000e+01
   2.4173304e-01   2.0000000e+00   6.0707594e-01   4.9156173e-01   2.0000000e+00   1.3220830e-01   1.4902249e-01   2.0000000e+00   0.0000000e+00   3.8000000e+01
   2.0000000e+00   4.7940075e-01   4.5957194e-01   2.0000000e+00   4.7940075e-01   2.4167712e-01   1.7740907e+00   0.0000000e+00   0.0000000e+00   3.9000000e+01
   9.0676240e-01   2.0000000e+00   3.0405624e-01   5.8417487e-01   2.0000000e+00   6.5756174e-02   2.3751065e-01   2.0000000e+00   5.1235718e-01   4.0000000e+01
   2.0000000e+00   4.7940075e-01   4.0287271e-01   2.0000000e+00   4.7940075e-01   3.0259293e-01   2.0000000e+00   4.7940075e-01   4.7940075e-01   4.1000000e+01
   2.0000000e+00   5.1988029e-01   9.0625406e-01   2.0000000e+00   5.1988029e-01   1.0927249e+00   2.0000000e+00   4.9936736e-01   1.2069394e+00   4.2000000e+01
   1.4743271e+00   2.0704004e-01   8.3913532e-02   2.0000000e+00   2.1699400e-01   1.8165061e+00   1.1896304e+00   0.0000000e+00   1.6050473e+00   4.3000000e+01
   1.1510791e+00   0.0000000e+00   1.1510791e+00   2.0000000e+00   6.3324713e-01   2.0000000e+00   1.0714997e+00   0.0000000e+00   1.0714997e+00   4.4000000e+01
